feature,importance
EMA_long,0.06480493
BB_lower,0.06272877
EMA_short,0.06181552
wavelet_cA,0.06080017
BB_upper,0.060623605
Low,0.060528398
Close,0.06012723
Open,0.059412178
High,0.059306018
RSI,0.058531474
BB_middle,0.05813981
Volume,0.05806735
ADX,0.05700463
MACD,0.056936294
MACD_hist,0.056511167
MACD_signal,0.052464858
wavelet_cD,0.052197576
