ABEV3.SA,5,1.0,0.5,0.3654618473895582,3,12,rejected,early_filters
ABEV3.SA,5,1.0,0.5,0.3654618473895582,3,12,rejected,early_filters
ABEV3.SA,5,1.0,0.5,0.3654618473895582,3,12,rejected,early_filters
ABEV3.SA,5,1.0,0.5,0.3654618473895582,3,12,rejected,early_filters
ABEV3.SA,5,1.0,0.8,0.43172690763052207,3,0.5655742401173606,0.5904059040590406,accepted
ABEV3.SA,5,1.0,1.0,0.4578313253012048,3,0.5895820842849151,0.6031195840554593,accepted
ABEV3.SA,5,1.0,1.5,0.4919678714859438,3,0.6332976673323403,0.6493506493506493,accepted
ABEV3.SA,5,1.5,0.5,0.2248995983935743,3,0.3123505950161306,0.4262295081967213,accepted
ABEV3.SA,5,1.5,0.8,0.26506024096385544,3,0.38892310944135744,0.4340659340659341,accepted
ABEV3.SA,5,1.5,1.0,0.28714859437751006,3,0.39654961126165517,0.4387755102040816,accepted
ABEV3.SA,5,1.5,1.5,0.3092369477911647,3,0.4068511513788596,0.4608294930875576,accepted
ABEV3.SA,5,2.0,0.5,0.142570281124498,3,0.23266460598005578,0.2918454935622318,accepted
ABEV3.SA,5,2.0,0.8,0.1706827309236948,3,0.22381442042876748,0.2713178294573643,accepted
ABEV3.SA,5,2.0,1.0,0.18875502008032127,3,0.2639300266902842,0.3205574912891986,accepted
ABEV3.SA,5,2.0,1.5,0.20682730923694778,3,0.277917464404022,0.35294117647058826,accepted
ABEV3.SA,5,2.5,0.5,0.09236947791164658,3,46,rejected,early_filters
ABEV3.SA,5,2.5,0.8,0.10843373493975904,3,0.13039704055526885,0.09022556390977443,accepted
ABEV3.SA,5,2.5,1.0,0.11244979919678715,3,0.14927795504812064,0.1456953642384106,accepted
ABEV3.SA,5,2.5,1.5,0.12048192771084337,3,0.15487892537730738,0.2125,accepted
ABEV3.SA,5,3.0,0.5,0.05220883534136546,3,26,rejected,early_filters
ABEV3.SA,5,3.0,0.8,0.060240963855421686,3,30,rejected,early_filters
ABEV3.SA,5,3.0,1.0,0.0642570281124498,3,32,rejected,early_filters
ABEV3.SA,5,3.0,1.5,0.06827309236947791,3,34,rejected,early_filters
ABEV3.SA,7,1.0,0.5,0.37349397590361444,3,4,rejected,early_filters
ABEV3.SA,7,1.0,0.8,0.44779116465863456,3,17,rejected,early_filters
ABEV3.SA,7,1.0,1.0,0.4839357429718876,3,28,rejected,early_filters
ABEV3.SA,7,1.0,1.5,0.5421686746987951,3,0.683727058999834,0.6925373134328359,accepted
ABEV3.SA,7,1.5,0.5,0.2469879518072289,3,23,rejected,early_filters
ABEV3.SA,7,1.5,0.8,0.30522088353413657,3,0.3629410555057383,0.4623115577889447,accepted
ABEV3.SA,7,1.5,1.0,0.3353413654618474,3,0.4249796417721723,0.5054945054945055,accepted
ABEV3.SA,7,1.5,1.5,0.3674698795180723,3,0.41081153962840045,0.5288640595903166,accepted
ABEV3.SA,7,2.0,0.5,0.16666666666666666,3,0.25116406643810796,0.3089430894308943,accepted
ABEV3.SA,7,2.0,0.8,0.21686746987951808,3,0.2532783354829579,0.34831460674157305,accepted
ABEV3.SA,7,2.0,1.0,0.24899598393574296,3,0.2928942935778367,0.36827195467422097,accepted
ABEV3.SA,7,2.0,1.5,0.2751004016064257,3,0.3370306493237101,0.41975308641975306,accepted
ABEV3.SA,7,2.5,0.5,0.11847389558232932,3,0.14919468650377207,0.18497109826589594,accepted
ABEV3.SA,7,2.5,0.8,0.14859437751004015,3,0.19995607583266242,0.22727272727272727,accepted
ABEV3.SA,7,2.5,1.0,0.17269076305220885,3,0.24043330354727158,0.33507853403141363,accepted
ABEV3.SA,7,2.5,1.5,0.18674698795180722,3,0.24085724434840367,0.31932773109243695,accepted
ABEV3.SA,7,3.0,0.5,0.06827309236947791,3,34,rejected,early_filters
ABEV3.SA,7,3.0,0.8,0.0823293172690763,3,41,rejected,early_filters
ABEV3.SA,7,3.0,1.0,0.09839357429718876,3,49,rejected,early_filters
